"縣市","統計期","業者名稱","類別","基地臺"
"基隆市","1080630","亞太電信股份有限公司                                                            ","4G","201"
"基隆市","1080630","遠傳電信股份有限公司                                                            ","4G","317"
"連江縣","1080630","中華電信股份有限公司                                                            ","4G","84"
"連江縣","1080630","台灣大哥大股份有限公司                                                          ","4G","38"
"連江縣","1080630","台灣之星電信股份有限公司                                                        ","4G","14"
"連江縣","1080630","亞太電信股份有限公司                                                            ","4G","19"
"連江縣","1080630","遠傳電信股份有限公司                                                            ","4G","41"
"雲林縣","1080630","中華電信股份有限公司                                                            ","4G","1101"
"雲林縣","1080630","台灣大哥大股份有限公司                                                          ","4G","655"
"雲林縣","1080630","台灣之星電信股份有限公司                                                        ","4G","423"
"雲林縣","1080630","亞太電信股份有限公司                                                            ","4G","248"
"雲林縣","1080630","遠傳電信股份有限公司                                                            ","4G","667"
"新北市","1080630","中華電信股份有限公司                                                            ","4G","2888"
"新北市","1080630","台灣大哥大股份有限公司                                                          ","4G","2556"
"新北市","1080630","台灣之星電信股份有限公司                                                        ","4G","2177"
"新北市","1080630","亞太電信股份有限公司                                                            ","4G","1286"
"新北市","1080630","遠傳電信股份有限公司                                                            ","4G","2453"
"新竹市","1080630","中華電信股份有限公司                                                            ","4G","580"
"新竹市","1080630","台灣大哥大股份有限公司                                                          ","4G","383"
"新竹市","1080630","台灣之星電信股份有限公司                                                        ","4G","351"
"新竹市","1080630","亞太電信股份有限公司                                                            ","4G","141"
"新竹市","1080630","遠傳電信股份有限公司                                                            ","4G","537"
"新竹縣","1080630","中華電信股份有限公司                                                            ","4G","936"
"新竹縣","1080630","台灣大哥大股份有限公司                                                          ","4G","648"
"新竹縣","1080630","台灣之星電信股份有限公司                                                        ","4G","498"
"新竹縣","1080630","亞太電信股份有限公司                                                            ","4G","250"
"新竹縣","1080630","遠傳電信股份有限公司                                                            ","4G","666"
"嘉義市","1080630","中華電信股份有限公司                                                            ","4G","332"
"嘉義市","1080630","台灣大哥大股份有限公司                                                          ","4G","254"
"嘉義市","1080630","台灣之星電信股份有限公司                                                        ","4G","162"
"嘉義市","1080630","亞太電信股份有限公司                                                            ","4G","135"
"嘉義市","1080630","遠傳電信股份有限公司                                                            ","4G","204"
"嘉義縣","1080630","中華電信股份有限公司                                                            ","4G","881"
"嘉義縣","1080630","台灣大哥大股份有限公司                                                          ","4G","457"
"嘉義縣","1080630","台灣之星電信股份有限公司                                                        ","4G","333"
"嘉義縣","1080630","亞太電信股份有限公司                                                            ","4G","213"
"嘉義縣","1080630","遠傳電信股份有限公司                                                            ","4G","539"
"彰化縣","1080630","中華電信股份有限公司                                                            ","4G","1568"
"彰化縣","1080630","台灣大哥大股份有限公司                                                          ","4G","1062"
"彰化縣","1080630","台灣之星電信股份有限公司                                                        ","4G","629"
"彰化縣","1080630","亞太電信股份有限公司                                                            ","4G","401"
"彰化縣","1080630","遠傳電信股份有限公司                                                            ","4G","1031"
"臺中市","1080630","中華電信股份有限公司                                                            ","4G","4369"
"臺中市","1080630","台灣大哥大股份有限公司                                                          ","4G","2818"
"臺中市","1080630","台灣之星電信股份有限公司                                                        ","4G","1926"
"臺中市","1080630","亞太電信股份有限公司                                                            ","4G","1347"
"臺中市","1080630","遠傳電信股份有限公司                                                            ","4G","3108"
"臺北市","1080630","中華電信股份有限公司                                                            ","4G","2708"
"臺北市","1080630","台灣大哥大股份有限公司                                                          ","4G","2514"
"臺北市","1080630","台灣之星電信股份有限公司                                                        ","4G","1759"
"臺北市","1080630","亞太電信股份有限公司                                                            ","4G","1348"
"臺北市","1080630","遠傳電信股份有限公司                                                            ","4G","2624"
"臺東縣","1080630","中華電信股份有限公司                                                            ","4G","566"
"臺東縣","1080630","台灣大哥大股份有限公司                                                          ","4G","380"
"臺東縣","1080630","台灣之星電信股份有限公司                                                        ","4G","252"
"臺東縣","1080630","亞太電信股份有限公司                                                            ","4G","101"
"臺東縣","1080630","遠傳電信股份有限公司                                                            ","4G","374"
"臺南市","1080630","中華電信股份有限公司                                                            ","4G","1937"
"臺南市","1080630","台灣大哥大股份有限公司                                                          ","4G","1483"
"臺南市","1080630","台灣之星電信股份有限公司                                                        ","4G","1230"
"臺南市","1080630","亞太電信股份有限公司                                                            ","4G","805"
"臺南市","1080630","遠傳電信股份有限公司                                                            ","4G","1410"
"澎湖縣","1080630","中華電信股份有限公司                                                            ","4G","196"
"澎湖縣","1080630","台灣大哥大股份有限公司                                                          ","4G","167"
"澎湖縣","1080630","台灣之星電信股份有限公司                                                        ","4G","65"
"澎湖縣","1080630","亞太電信股份有限公司                                                            ","4G","27"
"澎湖縣","1080630","遠傳電信股份有限公司                                                            ","4G","157"
"宜蘭縣","1080531","中華電信股份有限公司                                                            ","4G","875"
"宜蘭縣","1080531","台灣大哥大股份有限公司                                                          ","4G","551"
"宜蘭縣","1080531","台灣之星電信股份有限公司                                                        ","4G","378"
"宜蘭縣","1080531","亞太電信股份有限公司                                                            ","4G","137"
"宜蘭縣","1080531","遠傳電信股份有限公司                                                            ","4G","483"
"花蓮縣","1080531","中華電信股份有限公司                                                            ","4G","851"
"花蓮縣","1080531","台灣大哥大股份有限公司                                                          ","4G","620"
"花蓮縣","1080531","台灣之星電信股份有限公司                                                        ","4G","371"
"花蓮縣","1080531","亞太電信股份有限公司                                                            ","4G","125"
"花蓮縣","1080531","遠傳電信股份有限公司                                                            ","4G","609"
"金門縣","1080531","中華電信股份有限公司                                                            ","4G","191"
"金門縣","1080531","台灣大哥大股份有限公司                                                          ","4G","110"
"金門縣","1080531","台灣之星電信股份有限公司                                                        ","4G","40"
"金門縣","1080531","亞太電信股份有限公司                                                            ","4G","31"
"金門縣","1080531","遠傳電信股份有限公司                                                            ","4G","123"
"南投縣","1080531","中華電信股份有限公司                                                            ","4G","1108"
"南投縣","1080531","台灣大哥大股份有限公司                                                          ","4G","743"
"南投縣","1080531","台灣之星電信股份有限公司                                                        ","4G","441"
"南投縣","1080531","亞太電信股份有限公司                                                            ","4G","267"
"南投縣","1080531","遠傳電信股份有限公司                                                            ","4G","831"
"屏東縣","1080531","中華電信股份有限公司                                                            ","4G","995"
"屏東縣","1080531","台灣大哥大股份有限公司                                                          ","4G","773"
"屏東縣","1080531","台灣之星電信股份有限公司                                                        ","4G","631"
"屏東縣","1080531","亞太電信股份有限公司                                                            ","4G","408"
"屏東縣","1080531","遠傳電信股份有限公司                                                            ","4G","945"
"苗栗縣","1080531","中華電信股份有限公司                                                            ","4G","1142"
"苗栗縣","1080531","台灣大哥大股份有限公司                                                          ","4G","782"
"苗栗縣","1080531","台灣之星電信股份有限公司                                                        ","4G","451"
"苗栗縣","1080531","亞太電信股份有限公司                                                            ","4G","335"
"苗栗縣","1080531","遠傳電信股份有限公司                                                            ","4G","927"
"桃園市","1080531","中華電信股份有限公司                                                            ","4G","1939"
"桃園市","1080531","台灣大哥大股份有限公司                                                          ","4G","1793"
"桃園市","1080531","台灣之星電信股份有限公司                                                        ","4G","1402"
"桃園市","1080531","亞太電信股份有限公司                                                            ","4G","707"
"桃園市","1080531","遠傳電信股份有限公司                                                            ","4G","1824"
"高雄市","1080531","中華電信股份有限公司                                                            ","4G","2786"
"高雄市","1080531","台灣大哥大股份有限公司                                                          ","4G","2119"
"高雄市","1080531","台灣之星電信股份有限公司                                                        ","4G","1844"
"高雄市","1080531","亞太電信股份有限公司                                                            ","4G","1225"
"高雄市","1080531","遠傳電信股份有限公司                                                            ","4G","2094"
"基隆市","1080531","中華電信股份有限公司                                                            ","4G","334"
"基隆市","1080531","台灣大哥大股份有限公司                                                          ","4G","252"
"基隆市","1080531","台灣之星電信股份有限公司                                                        ","4G","215"
"基隆市","1080531","亞太電信股份有限公司                                                            ","4G","201"
"基隆市","1080531","遠傳電信股份有限公司                                                            ","4G","312"
"連江縣","1080531","中華電信股份有限公司                                                            ","4G","84"
"連江縣","1080531","台灣大哥大股份有限公司                                                          ","4G","38"
"連江縣","1080531","台灣之星電信股份有限公司                                                        ","4G","14"
"連江縣","1080531","亞太電信股份有限公司                                                            ","4G","19"
"連江縣","1080531","遠傳電信股份有限公司                                                            ","4G","41"
"雲林縣","1080531","中華電信股份有限公司                                                            ","4G","1096"
"雲林縣","1080531","台灣大哥大股份有限公司                                                          ","4G","655"
"雲林縣","1080531","台灣之星電信股份有限公司                                                        ","4G","423"
"雲林縣","1080531","亞太電信股份有限公司                                                            ","4G","248"
"雲林縣","1080531","遠傳電信股份有限公司                                                            ","4G","667"
"新北市","1080531","中華電信股份有限公司                                                            ","4G","2924"
"新北市","1080531","台灣大哥大股份有限公司                                                          ","4G","2517"
"新北市","1080531","台灣之星電信股份有限公司                                                        ","4G","2181"
"新北市","1080531","亞太電信股份有限公司                                                            ","4G","1286"
"新北市","1080531","遠傳電信股份有限公司                                                            ","4G","2428"
"新竹市","1080531","中華電信股份有限公司                                                            ","4G","581"
"新竹市","1080531","台灣大哥大股份有限公司                                                          ","4G","383"
"新竹市","1080531","台灣之星電信股份有限公司                                                        ","4G","351"
"新竹市","1080531","亞太電信股份有限公司                                                            ","4G","141"
"新竹市","1080531","遠傳電信股份有限公司                                                            ","4G","533"
"新竹縣","1080531","中華電信股份有限公司                                                            ","4G","930"
"新竹縣","1080531","台灣大哥大股份有限公司                                                          ","4G","648"
"新竹縣","1080531","台灣之星電信股份有限公司                                                        ","4G","498"
"新竹縣","1080531","亞太電信股份有限公司                                                            ","4G","250"
"新竹縣","1080531","遠傳電信股份有限公司                                                            ","4G","660"
"嘉義市","1080531","中華電信股份有限公司                                                            ","4G","332"
"嘉義市","1080531","台灣大哥大股份有限公司                                                          ","4G","254"
"嘉義市","1080531","台灣之星電信股份有限公司                                                        ","4G","159"
"嘉義市","1080531","亞太電信股份有限公司                                                            ","4G","135"
"嘉義市","1080531","遠傳電信股份有限公司                                                            ","4G","204"
"嘉義縣","1080531","中華電信股份有限公司                                                            ","4G","865"
"嘉義縣","1080531","台灣大哥大股份有限公司                                                          ","4G","455"
"嘉義縣","1080531","台灣之星電信股份有限公司                                                        ","4G","322"
"嘉義縣","1080531","亞太電信股份有限公司                                                            ","4G","213"
"嘉義縣","1080531","遠傳電信股份有限公司                                                            ","4G","522"
"彰化縣","1080531","中華電信股份有限公司                                                            ","4G","1559"
"彰化縣","1080531","台灣大哥大股份有限公司                                                          ","4G","1062"
"彰化縣","1080531","台灣之星電信股份有限公司                                                        ","4G","629"
"彰化縣","1080531","亞太電信股份有限公司                                                            ","4G","401"
"彰化縣","1080531","遠傳電信股份有限公司                                                            ","4G","1031"
"臺中市","1080531","中華電信股份有限公司                                                            ","4G","4364"
"臺中市","1080531","台灣大哥大股份有限公司                                                          ","4G","2820"
"臺中市","1080531","台灣之星電信股份有限公司                                                        ","4G","1926"
"臺中市","1080531","亞太電信股份有限公司                                                            ","4G","1347"
"臺中市","1080531","遠傳電信股份有限公司                                                            ","4G","3115"
"臺北市","1080531","中華電信股份有限公司                                                            ","4G","2737"
"臺北市","1080531","台灣大哥大股份有限公司                                                          ","4G","2495"
"臺北市","1080531","台灣之星電信股份有限公司                                                        ","4G","1760"
"臺北市","1080531","亞太電信股份有限公司                                                            ","4G","1348"
"臺北市","1080531","遠傳電信股份有限公司                                                            ","4G","2602"
"臺東縣","1080531","中華電信股份有限公司                                                            ","4G","564"
"臺東縣","1080531","台灣大哥大股份有限公司                                                          ","4G","377"
"臺東縣","1080531","台灣之星電信股份有限公司                                                        ","4G","247"
"臺東縣","1080531","亞太電信股份有限公司                                                            ","4G","101"
"臺東縣","1080531","遠傳電信股份有限公司                                                            ","4G","374"
"臺南市","1080531","中華電信股份有限公司                                                            ","4G","1918"
"臺南市","1080531","台灣大哥大股份有限公司                                                          ","4G","1467"
"臺南市","1080531","台灣之星電信股份有限公司                                                        ","4G","1218"
"臺南市","1080531","亞太電信股份有限公司                                                            ","4G","803"
"臺南市","1080531","遠傳電信股份有限公司                                                            ","4G","1396"
"澎湖縣","1080531","中華電信股份有限公司                                                            ","4G","195"
"澎湖縣","1080531","台灣大哥大股份有限公司                                                          ","4G","166"
"澎湖縣","1080531","台灣之星電信股份有限公司                                                        ","4G","62"
"澎湖縣","1080531","亞太電信股份有限公司                                                            ","4G","27"
"澎湖縣","1080531","遠傳電信股份有限公司                                                            ","4G","157"
"宜蘭縣","1080430","中華電信股份有限公司                                                            ","4G","874"
"宜蘭縣","1080430","台灣大哥大股份有限公司                                                          ","4G","551"
"宜蘭縣","1080430","台灣之星電信股份有限公司                                                        ","4G","378"
"宜蘭縣","1080430","亞太電信股份有限公司                                                            ","4G","137"
"宜蘭縣","1080430","遠傳電信股份有限公司                                                            ","4G","476"
"花蓮縣","1080430","中華電信股份有限公司                                                            ","4G","843"
"花蓮縣","1080430","台灣大哥大股份有限公司                                                          ","4G","620"
"花蓮縣","1080430","台灣之星電信股份有限公司                                                        ","4G","371"
"花蓮縣","1080430","亞太電信股份有限公司                                                            ","4G","125"
"花蓮縣","1080430","遠傳電信股份有限公司                                                            ","4G","606"
"金門縣","1080430","中華電信股份有限公司                                                            ","4G","189"
"金門縣","1080430","台灣大哥大股份有限公司                                                          ","4G","110"
"金門縣","1080430","台灣之星電信股份有限公司                                                        ","4G","40"
"金門縣","1080430","亞太電信股份有限公司                                                            ","4G","30"
"金門縣","1080430","遠傳電信股份有限公司                                                            ","4G","123"
"南投縣","1080430","中華電信股份有限公司                                                            ","4G","1098"
"南投縣","1080430","台灣大哥大股份有限公司                                                          ","4G","743"
"南投縣","1080430","台灣之星電信股份有限公司                                                        ","4G","438"
"南投縣","1080430","亞太電信股份有限公司                                                            ","4G","255"
"南投縣","1080430","遠傳電信股份有限公司                                                            ","4G","831"
"屏東縣","1080430","中華電信股份有限公司                                                            ","4G","963"
"屏東縣","1080430","台灣大哥大股份有限公司                                                          ","4G","773"
"屏東縣","1080430","台灣之星電信股份有限公司                                                        ","4G","631"
"屏東縣","1080430","亞太電信股份有限公司                                                            ","4G","399"
"屏東縣","1080430","遠傳電信股份有限公司                                                            ","4G","928"
"苗栗縣","1080430","中華電信股份有限公司                                                            ","4G","1127"
"苗栗縣","1080430","台灣大哥大股份有限公司                                                          ","4G","782"
"苗栗縣","1080430","台灣之星電信股份有限公司                                                        ","4G","439"
"苗栗縣","1080430","亞太電信股份有限公司                                                            ","4G","331"
"苗栗縣","1080430","遠傳電信股份有限公司                                                            ","4G","927"
"桃園市","1080430","中華電信股份有限公司                                                            ","4G","1913"
"桃園市","1080430","台灣大哥大股份有限公司                                                          ","4G","1795"
"桃園市","1080430","台灣之星電信股份有限公司                                                        ","4G","1379"
"桃園市","1080430","亞太電信股份有限公司                                                            ","4G","705"
"桃園市","1080430","遠傳電信股份有限公司                                                            ","4G","1824"
"高雄市","1080430","中華電信股份有限公司                                                            ","4G","2771"
"高雄市","1080430","台灣大哥大股份有限公司                                                          ","4G","2119"
"高雄市","1080430","台灣之星電信股份有限公司                                                        ","4G","1846"
"高雄市","1080430","亞太電信股份有限公司                                                            ","4G","1198"
"高雄市","1080430","遠傳電信股份有限公司                                                            ","4G","2076"
"基隆市","1080430","中華電信股份有限公司                                                            ","4G","322"
"基隆市","1080430","台灣大哥大股份有限公司                                                          ","4G","252"
"基隆市","1080430","台灣之星電信股份有限公司                                                        ","4G","215"
"基隆市","1080430","亞太電信股份有限公司                                                            ","4G","191"
"基隆市","1080430","遠傳電信股份有限公司                                                            ","4G","311"
"連江縣","1080430","中華電信股份有限公司                                                            ","4G","84"
"連江縣","1080430","台灣大哥大股份有限公司                                                          ","4G","38"
"連江縣","1080430","台灣之星電信股份有限公司                                                        ","4G","14"
"連江縣","1080430","亞太電信股份有限公司                                                            ","4G","19"
"連江縣","1080430","遠傳電信股份有限公司                                                            ","4G","41"
"雲林縣","1080430","中華電信股份有限公司                                                            ","4G","1080"
"雲林縣","1080430","台灣大哥大股份有限公司                                                          ","4G","655"
"雲林縣","1080430","台灣之星電信股份有限公司                                                        ","4G","419"
"雲林縣","1080430","亞太電信股份有限公司                                                            ","4G","244"
"雲林縣","1080430","遠傳電信股份有限公司                                                            ","4G","667"
"新北市","1080430","中華電信股份有限公司                                                            ","4G","2895"
"新北市","1080430","台灣大哥大股份有限公司                                                          ","4G","2519"
"新北市","1080430","台灣之星電信股份有限公司                                                        ","4G","2168"
"新北市","1080430","亞太電信股份有限公司                                                            ","4G","1231"
"新北市","1080430","遠傳電信股份有限公司                                                            ","4G","2418"
"新竹市","1080430","中華電信股份有限公司                                                            ","4G","581"
"新竹市","1080430","台灣大哥大股份有限公司                                                          ","4G","383"
"新竹市","1080430","台灣之星電信股份有限公司                                                        ","4G","349"
"新竹市","1080430","亞太電信股份有限公司                                                            ","4G","141"
"新竹市","1080430","遠傳電信股份有限公司                                                            ","4G","533"
"新竹縣","1080430","中華電信股份有限公司                                                            ","4G","932"
"新竹縣","1080430","台灣大哥大股份有限公司                                                          ","4G","652"
"新竹縣","1080430","台灣之星電信股份有限公司                                                        ","4G","486"
"新竹縣","1080430","亞太電信股份有限公司                                                            ","4G","247"
"新竹縣","1080430","遠傳電信股份有限公司                                                            ","4G","660"
"嘉義市","1080430","中華電信股份有限公司                                                            ","4G","322"
"嘉義市","1080430","台灣大哥大股份有限公司                                                          ","4G","254"
"嘉義市","1080430","台灣之星電信股份有限公司                                                        ","4G","159"
"嘉義市","1080430","亞太電信股份有限公司                                                            ","4G","129"
"嘉義市","1080430","遠傳電信股份有限公司                                                            ","4G","198"
"嘉義縣","1080430","中華電信股份有限公司                                                            ","4G","851"
"嘉義縣","1080430","台灣大哥大股份有限公司                                                          ","4G","455"
"嘉義縣","1080430","台灣之星電信股份有限公司                                                        ","4G","322"
"嘉義縣","1080430","亞太電信股份有限公司                                                            ","4G","208"
"嘉義縣","1080430","遠傳電信股份有限公司                                                            ","4G","487"
"彰化縣","1080430","中華電信股份有限公司                                                            ","4G","1545"
"彰化縣","1080430","台灣大哥大股份有限公司                                                          ","4G","1062"
"彰化縣","1080430","台灣之星電信股份有限公司                                                        ","4G","612"
"彰化縣","1080430","亞太電信股份有限公司                                                            ","4G","401"
"彰化縣","1080430","遠傳電信股份有限公司                                                            ","4G","1031"
"臺中市","1080430","中華電信股份有限公司                                                            ","4G","4338"
"臺中市","1080430","台灣大哥大股份有限公司                                                          ","4G","2824"
"臺中市","1080430","台灣之星電信股份有限公司                                                        ","4G","1874"
"臺中市","1080430","亞太電信股份有限公司                                                            ","4G","1317"
"臺中市","1080430","遠傳電信股份有限公司                                                            ","4G","3117"
"臺北市","1080430","中華電信股份有限公司                                                            ","4G","2723"
"臺北市","1080430","台灣大哥大股份有限公司                                                          ","4G","2495"
"臺北市","1080430","台灣之星電信股份有限公司                                                        ","4G","1760"
"臺北市","1080430","亞太電信股份有限公司                                                            ","4G","1268"
"臺北市","1080430","遠傳電信股份有限公司                                                            ","4G","2574"
"臺東縣","1080430","中華電信股份有限公司                                                            ","4G","545"
"臺東縣","1080430","台灣大哥大股份有限公司                                                          ","4G","377"
"臺東縣","1080430","台灣之星電信股份有限公司                                                        ","4G","249"
"臺東縣","1080430","亞太電信股份有限公司                                                            ","4G","99"
"臺東縣","1080430","遠傳電信股份有限公司                                                            ","4G","369"
"臺南市","1080430","中華電信股份有限公司                                                            ","4G","1877"
"臺南市","1080430","台灣大哥大股份有限公司                                                          ","4G","1467"
"臺南市","1080430","台灣之星電信股份有限公司                                                        ","4G","1218"
"臺南市","1080430","亞太電信股份有限公司                                                            ","4G","792"
"臺南市","1080430","遠傳電信股份有限公司                                                            ","4G","1334"
"澎湖縣","1080430","中華電信股份有限公司                                                            ","4G","192"
"澎湖縣","1080430","台灣大哥大股份有限公司                                                          ","4G","166"
"澎湖縣","1080430","台灣之星電信股份有限公司                                                        ","4G","62"
"澎湖縣","1080430","亞太電信股份有限公司                                                            ","4G","27"
"澎湖縣","1080430","遠傳電信股份有限公司                                                            ","4G","154"
"宜蘭縣","1080331","中華電信股份有限公司                                                            ","4G","874"
"宜蘭縣","1080331","台灣大哥大股份有限公司                                                          ","4G","551"
"宜蘭縣","1080331","台灣之星電信股份有限公司                                                        ","4G","378"
"宜蘭縣","1080331","亞太電信股份有限公司                                                            ","4G","122"
"宜蘭縣","1080331","遠傳電信股份有限公司                                                            ","4G","476"
"花蓮縣","1080331","中華電信股份有限公司                                                            ","4G","843"
"花蓮縣","1080331","台灣大哥大股份有限公司                                                          ","4G","620"
"花蓮縣","1080331","台灣之星電信股份有限公司                                                        ","4G","371"
"花蓮縣","1080331","亞太電信股份有限公司                                                            ","4G","117"
"花蓮縣","1080331","遠傳電信股份有限公司                                                            ","4G","606"
"金門縣","1080331","中華電信股份有限公司                                                            ","4G","186"
"金門縣","1080331","台灣大哥大股份有限公司                                                          ","4G","107"
"金門縣","1080331","台灣之星電信股份有限公司                                                        ","4G","43"
"金門縣","1080331","亞太電信股份有限公司                                                            ","4G","30"
"金門縣","1080331","遠傳電信股份有限公司                                                            ","4G","120"
"南投縣","1080331","中華電信股份有限公司                                                            ","4G","1098"
"南投縣","1080331","台灣大哥大股份有限公司                                                          ","4G","734"
"南投縣","1080331","台灣之星電信股份有限公司                                                        ","4G","438"
"南投縣","1080331","亞太電信股份有限公司                                                            ","4G","253"
"南投縣","1080331","遠傳電信股份有限公司                                                            ","4G","827"
"屏東縣","1080331","中華電信股份有限公司                                                            ","4G","946"
"屏東縣","1080331","台灣大哥大股份有限公司                                                          ","4G","758"
"屏東縣","1080331","台灣之星電信股份有限公司                                                        ","4G","627"
"屏東縣","1080331","亞太電信股份有限公司                                                            ","4G","395"
"屏東縣","1080331","遠傳電信股份有限公司                                                            ","4G","923"
"苗栗縣","1080331","中華電信股份有限公司                                                            ","4G","1127"
"苗栗縣","1080331","台灣大哥大股份有限公司                                                          ","4G","763"
"苗栗縣","1080331","台灣之星電信股份有限公司                                                        ","4G","439"
"苗栗縣","1080331","亞太電信股份有限公司                                                            ","4G","322"
"苗栗縣","1080331","遠傳電信股份有限公司                                                            ","4G","912"
"桃園市","1080331","中華電信股份有限公司                                                            ","4G","1913"
"桃園市","1080331","台灣大哥大股份有限公司                                                          ","4G","1797"
"桃園市","1080331","台灣之星電信股份有限公司                                                        ","4G","1379"
"桃園市","1080331","亞太電信股份有限公司                                                            ","4G","665"
"桃園市","1080331","遠傳電信股份有限公司                                                            ","4G","1824"
"高雄市","1080331","中華電信股份有限公司                                                            ","4G","2737"
"高雄市","1080331","台灣大哥大股份有限公司                                                          ","4G","2100"
"高雄市","1080331","台灣之星電信股份有限公司                                                        ","4G","1836"
"高雄市","1080331","亞太電信股份有限公司                                                            ","4G","1183"
"高雄市","1080331","遠傳電信股份有限公司                                                            ","4G","2065"
"基隆市","1080331","中華電信股份有限公司                                                            ","4G","322"
"基隆市","1080331","台灣大哥大股份有限公司                                                          ","4G","254"
"基隆市","1080331","台灣之星電信股份有限公司                                                        ","4G","215"
"基隆市","1080331","亞太電信股份有限公司                                                            ","4G","167"
"基隆市","1080331","遠傳電信股份有限公司                                                            ","4G","311"
"連江縣","1080331","中華電信股份有限公司                                                            ","4G","84"
"連江縣","1080331","台灣大哥大股份有限公司                                                          ","4G","38"
"連江縣","1080331","台灣之星電信股份有限公司                                                        ","4G","14"
"連江縣","1080331","亞太電信股份有限公司                                                            ","4G","19"
"連江縣","1080331","遠傳電信股份有限公司                                                            ","4G","41"
"雲林縣","1080331","中華電信股份有限公司                                                            ","4G","1080"
"雲林縣","1080331","台灣大哥大股份有限公司                                                          ","4G","642"
"雲林縣","1080331","台灣之星電信股份有限公司                                                        ","4G","419"
"雲林縣","1080331","亞太電信股份有限公司                                                            ","4G","242"
"雲林縣","1080331","遠傳電信股份有限公司                                                            ","4G","663"
"新北市","1080331","中華電信股份有限公司                                                            ","4G","2895"
"新北市","1080331","台灣大哥大股份有限公司                                                          ","4G","2519"
"新北市","1080331","台灣之星電信股份有限公司                                                        ","4G","2168"
"新北市","1080331","亞太電信股份有限公司                                                            ","4G","1179"
"新北市","1080331","遠傳電信股份有限公司                                                            ","4G","2418"
"新竹市","1080331","中華電信股份有限公司                                                            ","4G","581"
"新竹市","1080331","台灣大哥大股份有限公司                                                          ","4G","383"
"新竹市","1080331","台灣之星電信股份有限公司                                                        ","4G","349"
"新竹市","1080331","亞太電信股份有限公司                                                            ","4G","140"
"新竹市","1080331","遠傳電信股份有限公司                                                            ","4G","533"
"新竹縣","1080331","中華電信股份有限公司                                                            ","4G","932"
