"縣市","統計期","業者名稱","類別","基地臺"
"屏東縣","1110131","台灣大哥大股份有限公司                                                          ","4G","923"
"屏東縣","1110131","台灣之星電信股份有限公司                                                        ","4G","703"
"屏東縣","1110131","亞太電信股份有限公司                                                            ","4G","522"
"屏東縣","1110131","遠傳電信股份有限公司                                                            ","4G","1015"
"苗栗縣","1110131","中華電信股份有限公司                                                            ","4G","1304"
"苗栗縣","1110131","台灣大哥大股份有限公司                                                          ","4G","852"
"苗栗縣","1110131","台灣之星電信股份有限公司                                                        ","4G","495"
"苗栗縣","1110131","亞太電信股份有限公司                                                            ","4G","394"
"苗栗縣","1110131","遠傳電信股份有限公司                                                            ","4G","974"
"桃園市","1110131","中華電信股份有限公司                                                            ","4G","2058"
"桃園市","1110131","台灣大哥大股份有限公司                                                          ","4G","1936"
"桃園市","1110131","台灣之星電信股份有限公司                                                        ","4G","1512"
"桃園市","1110131","亞太電信股份有限公司                                                            ","4G","1070"
"桃園市","1110131","遠傳電信股份有限公司                                                            ","4G","1962"
"高雄市","1110131","中華電信股份有限公司                                                            ","4G","3024"
"高雄市","1110131","台灣大哥大股份有限公司                                                          ","4G","2409"
"高雄市","1110131","台灣之星電信股份有限公司                                                        ","4G","1961"
"高雄市","1110131","亞太電信股份有限公司                                                            ","4G","1285"
"高雄市","1110131","遠傳電信股份有限公司                                                            ","4G","2289"
"基隆市","1110131","中華電信股份有限公司                                                            ","4G","361"
"基隆市","1110131","台灣大哥大股份有限公司                                                          ","4G","275"
"基隆市","1110131","台灣之星電信股份有限公司                                                        ","4G","223"
"基隆市","1110131","亞太電信股份有限公司                                                            ","4G","230"
"基隆市","1110131","遠傳電信股份有限公司                                                            ","4G","344"
"連江縣","1110131","中華電信股份有限公司                                                            ","4G","93"
"連江縣","1110131","台灣大哥大股份有限公司                                                          ","4G","43"
"連江縣","1110131","台灣之星電信股份有限公司                                                        ","4G","20"
"連江縣","1110131","亞太電信股份有限公司                                                            ","4G","20"
"連江縣","1110131","遠傳電信股份有限公司                                                            ","4G","44"
"雲林縣","1110131","中華電信股份有限公司                                                            ","4G","1268"
"雲林縣","1110131","台灣大哥大股份有限公司                                                          ","4G","711"
"雲林縣","1110131","台灣之星電信股份有限公司                                                        ","4G","454"
"雲林縣","1110131","亞太電信股份有限公司                                                            ","4G","300"
"雲林縣","1110131","遠傳電信股份有限公司                                                            ","4G","719"
"新北市","1110131","中華電信股份有限公司                                                            ","4G","2897"
"新北市","1110131","台灣大哥大股份有限公司                                                          ","4G","2669"
"新北市","1110131","台灣之星電信股份有限公司                                                        ","4G","2295"
"新北市","1110131","亞太電信股份有限公司                                                            ","4G","1610"
"新北市","1110131","遠傳電信股份有限公司                                                            ","4G","2613"
"新竹市","1110131","中華電信股份有限公司                                                            ","4G","612"
"新竹市","1110131","台灣大哥大股份有限公司                                                          ","4G","399"
"新竹市","1110131","台灣之星電信股份有限公司                                                        ","4G","363"
"新竹市","1110131","亞太電信股份有限公司                                                            ","4G","201"
"新竹市","1110131","遠傳電信股份有限公司                                                            ","4G","549"
"新竹縣","1110131","中華電信股份有限公司                                                            ","4G","1011"
"新竹縣","1110131","台灣大哥大股份有限公司                                                          ","4G","700"
"新竹縣","1110131","台灣之星電信股份有限公司                                                        ","4G","518"
"新竹縣","1110131","亞太電信股份有限公司                                                            ","4G","304"
"新竹縣","1110131","遠傳電信股份有限公司                                                            ","4G","684"
"嘉義市","1110131","中華電信股份有限公司                                                            ","4G","337"
"嘉義市","1110131","台灣大哥大股份有限公司                                                          ","4G","269"
"嘉義市","1110131","台灣之星電信股份有限公司                                                        ","4G","172"
"嘉義市","1110131","亞太電信股份有限公司                                                            ","4G","130"
"嘉義市","1110131","遠傳電信股份有限公司                                                            ","4G","207"
"嘉義縣","1110131","中華電信股份有限公司                                                            ","4G","968"
"嘉義縣","1110131","台灣大哥大股份有限公司                                                          ","4G","541"
"嘉義縣","1110131","台灣之星電信股份有限公司                                                        ","4G","368"
"嘉義縣","1110131","亞太電信股份有限公司                                                            ","4G","250"
"嘉義縣","1110131","遠傳電信股份有限公司                                                            ","4G","574"
"彰化縣","1110131","中華電信股份有限公司                                                            ","4G","1811"
"彰化縣","1110131","台灣大哥大股份有限公司                                                          ","4G","1178"
"彰化縣","1110131","台灣之星電信股份有限公司                                                        ","4G","689"
"彰化縣","1110131","亞太電信股份有限公司                                                            ","4G","510"
"彰化縣","1110131","遠傳電信股份有限公司                                                            ","4G","1118"
"臺中市","1110131","中華電信股份有限公司                                                            ","4G","4797"
"臺中市","1110131","台灣大哥大股份有限公司                                                          ","4G","3290"
"臺中市","1110131","台灣之星電信股份有限公司                                                        ","4G","2136"
"臺中市","1110131","亞太電信股份有限公司                                                            ","4G","1775"
"臺中市","1110131","遠傳電信股份有限公司                                                            ","4G","3313"
"臺北市","1110131","中華電信股份有限公司                                                            ","4G","2932"
"臺北市","1110131","台灣大哥大股份有限公司                                                          ","4G","2630"
"臺北市","1110131","台灣之星電信股份有限公司                                                        ","4G","1817"
"臺北市","1110131","亞太電信股份有限公司                                                            ","4G","1590"
"臺北市","1110131","遠傳電信股份有限公司                                                            ","4G","2880"
"臺東縣","1110131","中華電信股份有限公司                                                            ","4G","636"
"臺東縣","1110131","台灣大哥大股份有限公司                                                          ","4G","439"
"臺東縣","1110131","台灣之星電信股份有限公司                                                        ","4G","292"
"臺東縣","1110131","亞太電信股份有限公司                                                            ","4G","142"
"臺東縣","1110131","遠傳電信股份有限公司                                                            ","4G","410"
"臺南市","1110131","中華電信股份有限公司                                                            ","4G","2082"
"臺南市","1110131","台灣大哥大股份有限公司                                                          ","4G","1689"
"臺南市","1110131","台灣之星電信股份有限公司                                                        ","4G","1304"
"臺南市","1110131","亞太電信股份有限公司                                                            ","4G","867"
"臺南市","1110131","遠傳電信股份有限公司                                                            ","4G","1510"
"澎湖縣","1110131","中華電信股份有限公司                                                            ","4G","191"
"澎湖縣","1110131","台灣大哥大股份有限公司                                                          ","4G","169"
"澎湖縣","1110131","台灣之星電信股份有限公司                                                        ","4G","75"
"澎湖縣","1110131","亞太電信股份有限公司                                                            ","4G","44"
"澎湖縣","1110131","遠傳電信股份有限公司                                                            ","4G","162"
"宜蘭縣","1101231","中華電信股份有限公司                                                            ","4G","954"
"宜蘭縣","1101231","台灣大哥大股份有限公司                                                          ","4G","632"
"宜蘭縣","1101231","台灣之星電信股份有限公司                                                        ","4G","413"
"宜蘭縣","1101231","亞太電信股份有限公司                                                            ","4G","194"
"宜蘭縣","1101231","遠傳電信股份有限公司                                                            ","4G","577"
"花蓮縣","1101231","中華電信股份有限公司                                                            ","4G","935"
"花蓮縣","1101231","台灣大哥大股份有限公司                                                          ","4G","701"
"花蓮縣","1101231","台灣之星電信股份有限公司                                                        ","4G","421"
"花蓮縣","1101231","亞太電信股份有限公司                                                            ","4G","185"
"花蓮縣","1101231","遠傳電信股份有限公司                                                            ","4G","660"
"金門縣","1101231","中華電信股份有限公司                                                            ","4G","257"
"金門縣","1101231","台灣大哥大股份有限公司                                                          ","4G","124"
"金門縣","1101231","台灣之星電信股份有限公司                                                        ","4G","47"
"金門縣","1101231","亞太電信股份有限公司                                                            ","4G","36"
"金門縣","1101231","遠傳電信股份有限公司                                                            ","4G","139"
"南投縣","1101231","中華電信股份有限公司                                                            ","4G","1193"
"南投縣","1101231","台灣大哥大股份有限公司                                                          ","4G","810"
"南投縣","1101231","台灣之星電信股份有限公司                                                        ","4G","522"
"南投縣","1101231","亞太電信股份有限公司                                                            ","4G","359"
"南投縣","1101231","遠傳電信股份有限公司                                                            ","4G","880"
"屏東縣","1101231","中華電信股份有限公司                                                            ","4G","1067"
"屏東縣","1101231","台灣大哥大股份有限公司                                                          ","4G","923"
"屏東縣","1101231","台灣之星電信股份有限公司                                                        ","4G","695"
"屏東縣","1101231","亞太電信股份有限公司                                                            ","4G","522"
"屏東縣","1101231","遠傳電信股份有限公司                                                            ","4G","1015"
"苗栗縣","1101231","中華電信股份有限公司                                                            ","4G","1305"
"苗栗縣","1101231","台灣大哥大股份有限公司                                                          ","4G","852"
"苗栗縣","1101231","台灣之星電信股份有限公司                                                        ","4G","493"
"苗栗縣","1101231","亞太電信股份有限公司                                                            ","4G","394"
"苗栗縣","1101231","遠傳電信股份有限公司                                                            ","4G","973"
"桃園市","1101231","中華電信股份有限公司                                                            ","4G","2057"
"桃園市","1101231","台灣大哥大股份有限公司                                                          ","4G","1911"
"桃園市","1101231","台灣之星電信股份有限公司                                                        ","4G","1501"
"桃園市","1101231","亞太電信股份有限公司                                                            ","4G","1070"
"桃園市","1101231","遠傳電信股份有限公司                                                            ","4G","1962"
"高雄市","1101231","中華電信股份有限公司                                                            ","4G","3021"
"高雄市","1101231","台灣大哥大股份有限公司                                                          ","4G","2409"
"高雄市","1101231","台灣之星電信股份有限公司                                                        ","4G","1952"
"高雄市","1101231","亞太電信股份有限公司                                                            ","4G","1285"
"高雄市","1101231","遠傳電信股份有限公司                                                            ","4G","2289"
"基隆市","1101231","中華電信股份有限公司                                                            ","4G","358"
"基隆市","1101231","台灣大哥大股份有限公司                                                          ","4G","275"
"基隆市","1101231","台灣之星電信股份有限公司                                                        ","4G","223"
"基隆市","1101231","亞太電信股份有限公司                                                            ","4G","230"
"基隆市","1101231","遠傳電信股份有限公司                                                            ","4G","344"
"連江縣","1101231","中華電信股份有限公司                                                            ","4G","92"
"連江縣","1101231","台灣大哥大股份有限公司                                                          ","4G","42"
"連江縣","1101231","台灣之星電信股份有限公司                                                        ","4G","20"
"連江縣","1101231","亞太電信股份有限公司                                                            ","4G","20"
"連江縣","1101231","遠傳電信股份有限公司                                                            ","4G","44"
"雲林縣","1101231","中華電信股份有限公司                                                            ","4G","1268"
"雲林縣","1101231","台灣大哥大股份有限公司                                                          ","4G","711"
"雲林縣","1101231","台灣之星電信股份有限公司                                                        ","4G","454"
"雲林縣","1101231","亞太電信股份有限公司                                                            ","4G","300"
"雲林縣","1101231","遠傳電信股份有限公司                                                            ","4G","717"
"新北市","1101231","中華電信股份有限公司                                                            ","4G","2896"
"新北市","1101231","台灣大哥大股份有限公司                                                          ","4G","2659"
"新北市","1101231","台灣之星電信股份有限公司                                                        ","4G","2284"
"新北市","1101231","亞太電信股份有限公司                                                            ","4G","1610"
"新北市","1101231","遠傳電信股份有限公司                                                            ","4G","2613"
"新竹市","1101231","中華電信股份有限公司                                                            ","4G","612"
"新竹市","1101231","台灣大哥大股份有限公司                                                          ","4G","399"
"新竹市","1101231","台灣之星電信股份有限公司                                                        ","4G","363"
"新竹市","1101231","亞太電信股份有限公司                                                            ","4G","201"
"新竹市","1101231","遠傳電信股份有限公司                                                            ","4G","549"
"新竹縣","1101231","中華電信股份有限公司                                                            ","4G","1011"
"新竹縣","1101231","台灣大哥大股份有限公司                                                          ","4G","700"
"新竹縣","1101231","台灣之星電信股份有限公司                                                        ","4G","518"
"新竹縣","1101231","亞太電信股份有限公司                                                            ","4G","304"
"新竹縣","1101231","遠傳電信股份有限公司                                                            ","4G","684"
"嘉義市","1101231","中華電信股份有限公司                                                            ","4G","338"
"嘉義市","1101231","台灣大哥大股份有限公司                                                          ","4G","269"
"嘉義市","1101231","台灣之星電信股份有限公司                                                        ","4G","171"
"嘉義市","1101231","亞太電信股份有限公司                                                            ","4G","130"
"嘉義市","1101231","遠傳電信股份有限公司                                                            ","4G","207"
"嘉義縣","1101231","中華電信股份有限公司                                                            ","4G","969"
"嘉義縣","1101231","台灣大哥大股份有限公司                                                          ","4G","541"
"嘉義縣","1101231","台灣之星電信股份有限公司                                                        ","4G","364"
"嘉義縣","1101231","亞太電信股份有限公司                                                            ","4G","252"
"嘉義縣","1101231","遠傳電信股份有限公司                                                            ","4G","574"
"彰化縣","1101231","中華電信股份有限公司                                                            ","4G","1812"
"彰化縣","1101231","台灣大哥大股份有限公司                                                          ","4G","1178"
"彰化縣","1101231","台灣之星電信股份有限公司                                                        ","4G","688"
"彰化縣","1101231","亞太電信股份有限公司                                                            ","4G","510"
"彰化縣","1101231","遠傳電信股份有限公司                                                            ","4G","1117"
"臺中市","1101231","中華電信股份有限公司                                                            ","4G","4800"
"臺中市","1101231","台灣大哥大股份有限公司                                                          ","4G","3290"
"臺中市","1101231","台灣之星電信股份有限公司                                                        ","4G","2129"
"臺中市","1101231","亞太電信股份有限公司                                                            ","4G","1775"
"臺中市","1101231","遠傳電信股份有限公司                                                            ","4G","3309"
"臺北市","1101231","中華電信股份有限公司                                                            ","4G","2888"
"臺北市","1101231","台灣大哥大股份有限公司                                                          ","4G","2617"
"臺北市","1101231","台灣之星電信股份有限公司                                                        ","4G","1810"
"臺北市","1101231","亞太電信股份有限公司                                                            ","4G","1590"
"臺北市","1101231","遠傳電信股份有限公司                                                            ","4G","2880"
"臺東縣","1101231","中華電信股份有限公司                                                            ","4G","636"
"臺東縣","1101231","台灣大哥大股份有限公司                                                          ","4G","439"
"臺東縣","1101231","台灣之星電信股份有限公司                                                        ","4G","285"
"臺東縣","1101231","亞太電信股份有限公司                                                            ","4G","142"
"臺東縣","1101231","遠傳電信股份有限公司                                                            ","4G","410"
"臺南市","1101231","中華電信股份有限公司                                                            ","4G","2082"
"臺南市","1101231","台灣大哥大股份有限公司                                                          ","4G","1689"
"臺南市","1101231","台灣之星電信股份有限公司                                                        ","4G","1300"
"臺南市","1101231","亞太電信股份有限公司                                                            ","4G","867"
"臺南市","1101231","遠傳電信股份有限公司                                                            ","4G","1510"
"澎湖縣","1101231","中華電信股份有限公司                                                            ","4G","191"
"澎湖縣","1101231","台灣大哥大股份有限公司                                                          ","4G","169"
"澎湖縣","1101231","台灣之星電信股份有限公司                                                        ","4G","74"
"澎湖縣","1101231","亞太電信股份有限公司                                                            ","4G","44"
"澎湖縣","1101231","遠傳電信股份有限公司                                                            ","4G","162"
"宜蘭縣","1101130","中華電信股份有限公司                                                            ","4G","954"
"宜蘭縣","1101130","台灣大哥大股份有限公司                                                          ","4G","632"
"宜蘭縣","1101130","台灣之星電信股份有限公司                                                        ","4G","413"
"宜蘭縣","1101130","亞太電信股份有限公司                                                            ","4G","194"
"宜蘭縣","1101130","遠傳電信股份有限公司                                                            ","4G","577"
"花蓮縣","1101130","中華電信股份有限公司                                                            ","4G","935"
"花蓮縣","1101130","台灣大哥大股份有限公司                                                          ","4G","701"
"花蓮縣","1101130","台灣之星電信股份有限公司                                                        ","4G","421"
"花蓮縣","1101130","亞太電信股份有限公司                                                            ","4G","185"
"花蓮縣","1101130","遠傳電信股份有限公司                                                            ","4G","660"
"金門縣","1101130","中華電信股份有限公司                                                            ","4G","257"
"金門縣","1101130","台灣大哥大股份有限公司                                                          ","4G","126"
"金門縣","1101130","台灣之星電信股份有限公司                                                        ","4G","47"
"金門縣","1101130","亞太電信股份有限公司                                                            ","4G","36"
"金門縣","1101130","遠傳電信股份有限公司                                                            ","4G","139"
"南投縣","1101130","中華電信股份有限公司                                                            ","4G","1193"
"南投縣","1101130","台灣大哥大股份有限公司                                                          ","4G","810"
"南投縣","1101130","台灣之星電信股份有限公司                                                        ","4G","513"
"南投縣","1101130","亞太電信股份有限公司                                                            ","4G","359"
"南投縣","1101130","遠傳電信股份有限公司                                                            ","4G","878"
"屏東縣","1101130","中華電信股份有限公司                                                            ","4G","1066"
"屏東縣","1101130","台灣大哥大股份有限公司                                                          ","4G","921"
"屏東縣","1101130","台灣之星電信股份有限公司                                                        ","4G","695"
"屏東縣","1101130","亞太電信股份有限公司                                                            ","4G","522"
"屏東縣","1101130","遠傳電信股份有限公司                                                            ","4G","1014"
"苗栗縣","1101130","中華電信股份有限公司                                                            ","4G","1305"
"苗栗縣","1101130","台灣大哥大股份有限公司                                                          ","4G","852"
"苗栗縣","1101130","台灣之星電信股份有限公司                                                        ","4G","489"
"苗栗縣","1101130","亞太電信股份有限公司                                                            ","4G","394"
"苗栗縣","1101130","遠傳電信股份有限公司                                                            ","4G","973"
"桃園市","1101130","中華電信股份有限公司                                                            ","4G","2057"
"桃園市","1101130","台灣大哥大股份有限公司                                                          ","4G","1911"
"桃園市","1101130","台灣之星電信股份有限公司                                                        ","4G","1501"
"桃園市","1101130","亞太電信股份有限公司                                                            ","4G","1070"
"桃園市","1101130","遠傳電信股份有限公司                                                            ","4G","1962"
"高雄市","1101130","中華電信股份有限公司                                                            ","4G","3015"
"高雄市","1101130","台灣大哥大股份有限公司                                                          ","4G","2409"
"高雄市","1101130","台灣之星電信股份有限公司                                                        ","4G","1952"
"高雄市","1101130","亞太電信股份有限公司                                                            ","4G","1285"
"高雄市","1101130","遠傳電信股份有限公司                                                            ","4G","2287"
"基隆市","1101130","中華電信股份有限公司                                                            ","4G","360"
"基隆市","1101130","台灣大哥大股份有限公司                                                          ","4G","275"
"基隆市","1101130","台灣之星電信股份有限公司                                                        ","4G","223"
"基隆市","1101130","亞太電信股份有限公司                                                            ","4G","230"
"基隆市","1101130","遠傳電信股份有限公司                                                            ","4G","344"
"連江縣","1101130","中華電信股份有限公司                                                            ","4G","92"
"連江縣","1101130","台灣大哥大股份有限公司                                                          ","4G","42"
"連江縣","1101130","台灣之星電信股份有限公司                                                        ","4G","20"
"連江縣","1101130","亞太電信股份有限公司                                                            ","4G","20"
"連江縣","1101130","遠傳電信股份有限公司                                                            ","4G","44"
"雲林縣","1101130","中華電信股份有限公司                                                            ","4G","1268"
"雲林縣","1101130","台灣大哥大股份有限公司                                                          ","4G","711"
"雲林縣","1101130","台灣之星電信股份有限公司                                                        ","4G","454"
"雲林縣","1101130","亞太電信股份有限公司                                                            ","4G","300"
"雲林縣","1101130","遠傳電信股份有限公司                                                            ","4G","717"
"新北市","1101130","中華電信股份有限公司                                                            ","4G","2896"
"新北市","1101130","台灣大哥大股份有限公司                                                          ","4G","2659"
"新北市","1101130","台灣之星電信股份有限公司                                                        ","4G","2284"
"新北市","1101130","亞太電信股份有限公司                                                            ","4G","1611"
"新北市","1101130","遠傳電信股份有限公司                                                            ","4G","2613"
"新竹市","1101130","中華電信股份有限公司                                                            ","4G","612"
"新竹市","1101130","台灣大哥大股份有限公司                                                          ","4G","399"
"新竹市","1101130","台灣之星電信股份有限公司                                                        ","4G","363"
"新竹市","1101130","亞太電信股份有限公司                                                            ","4G","201"
"新竹市","1101130","遠傳電信股份有限公司                                                            ","4G","549"
"新竹縣","1101130","中華電信股份有限公司                                                            ","4G","1011"
"新竹縣","1101130","台灣大哥大股份有限公司                                                          ","4G","700"
"新竹縣","1101130","台灣之星電信股份有限公司                                                        ","4G","517"
"新竹縣","1101130","亞太電信股份有限公司                                                            ","4G","304"
"新竹縣","1101130","遠傳電信股份有限公司                                                            ","4G","684"
"嘉義市","1101130","中華電信股份有限公司                                                            ","4G","338"
"嘉義市","1101130","台灣大哥大股份有限公司                                                          ","4G","271"
"嘉義市","1101130","台灣之星電信股份有限公司                                                        ","4G","171"
"嘉義市","1101130","亞太電信股份有限公司                                                            ","4G","130"
"嘉義市","1101130","遠傳電信股份有限公司                                                            ","4G","207"
"嘉義縣","1101130","中華電信股份有限公司                                                            ","4G","969"
"嘉義縣","1101130","台灣大哥大股份有限公司                                                          ","4G","541"
"嘉義縣","1101130","台灣之星電信股份有限公司                                                        ","4G","364"
"嘉義縣","1101130","亞太電信股份有限公司                                                            ","4G","252"
"嘉義縣","1101130","遠傳電信股份有限公司                                                            ","4G","574"
"彰化縣","1101130","中華電信股份有限公司                                                            ","4G","1812"
"彰化縣","1101130","台灣大哥大股份有限公司                                                          ","4G","1178"
"彰化縣","1101130","台灣之星電信股份有限公司                                                        ","4G","688"
"彰化縣","1101130","亞太電信股份有限公司                                                            ","4G","510"
"彰化縣","1101130","遠傳電信股份有限公司                                                            ","4G","1116"
"臺中市","1101130","中華電信股份有限公司                                                            ","4G","4800"
"臺中市","1101130","台灣大哥大股份有限公司                                                          ","4G","3290"
"臺中市","1101130","台灣之星電信股份有限公司                                                        ","4G","2129"
"臺中市","1101130","亞太電信股份有限公司                                                            ","4G","1775"
"臺中市","1101130","遠傳電信股份有限公司                                                            ","4G","3310"
"臺北市","1101130","中華電信股份有限公司                                                            ","4G","2888"
"臺北市","1101130","台灣大哥大股份有限公司                                                          ","4G","2617"
"臺北市","1101130","台灣之星電信股份有限公司                                                        ","4G","1810"
"臺北市","1101130","亞太電信股份有限公司                                                            ","4G","1590"
"臺北市","1101130","遠傳電信股份有限公司                                                            ","4G","2880"
"臺東縣","1101130","中華電信股份有限公司                                                            ","4G","632"
"臺東縣","1101130","台灣大哥大股份有限公司                                                          ","4G","437"
"臺東縣","1101130","台灣之星電信股份有限公司                                                        ","4G","285"
"臺東縣","1101130","亞太電信股份有限公司                                                            ","4G","142"
"臺東縣","1101130","遠傳電信股份有限公司                                                            ","4G","410"
"臺南市","1101130","中華電信股份有限公司                                                            ","4G","2083"
"臺南市","1101130","台灣大哥大股份有限公司                                                          ","4G","1691"
"臺南市","1101130","台灣之星電信股份有限公司                                                        ","4G","1300"
"臺南市","1101130","亞太電信股份有限公司                                                            ","4G","869"
"臺南市","1101130","遠傳電信股份有限公司                                                            ","4G","1510"
"澎湖縣","1101130","中華電信股份有限公司                                                            ","4G","191"
"澎湖縣","1101130","台灣大哥大股份有限公司                                                          ","4G","169"
"澎湖縣","1101130","台灣之星電信股份有限公司                                                        ","4G","74"
"澎湖縣","1101130","亞太電信股份有限公司                                                            ","4G","44"
"澎湖縣","1101130","遠傳電信股份有限公司                                                            ","4G","162"
"宜蘭縣","1101031","中華電信股份有限公司                                                            ","4G","954"
"宜蘭縣","1101031","台灣大哥大股份有限公司                                                          ","4G","632"
"宜蘭縣","1101031","台灣之星電信股份有限公司                                                        ","4G","413"
"宜蘭縣","1101031","亞太電信股份有限公司                                                            ","4G","194"
"宜蘭縣","1101031","遠傳電信股份有限公司                                                            ","4G","577"
"花蓮縣","1101031","中華電信股份有限公司                                                            ","4G","935"
"花蓮縣","1101031","台灣大哥大股份有限公司                                                          ","4G","701"
"花蓮縣","1101031","台灣之星電信股份有限公司                                                        ","4G","421"
"花蓮縣","1101031","亞太電信股份有限公司                                                            ","4G","185"
"花蓮縣","1101031","遠傳電信股份有限公司                                                            ","4G","660"
"金門縣","1101031","中華電信股份有限公司                                                            ","4G","255"
"金門縣","1101031","台灣大哥大股份有限公司                                                          ","4G","126"
"金門縣","1101031","台灣之星電信股份有限公司                                                        ","4G","47"
"金門縣","1101031","亞太電信股份有限公司                                                            ","4G","36"
"金門縣","1101031","遠傳電信股份有限公司                                                            ","4G","139"
"南投縣","1101031","中華電信股份有限公司                                                            ","4G","1193"
"南投縣","1101031","台灣大哥大股份有限公司                                                          ","4G","810"
"南投縣","1101031","台灣之星電信股份有限公司                                                        ","4G","513"
"南投縣","1101031","亞太電信股份有限公司                                                            ","4G","359"
"南投縣","1101031","遠傳電信股份有限公司                                                            ","4G","878"
"屏東縣","1101031","中華電信股份有限公司                                                            ","4G","1068"
"屏東縣","1101031","台灣大哥大股份有限公司                                                          ","4G","919"
"屏東縣","1101031","台灣之星電信股份有限公司                                                        ","4G","695"
"屏東縣","1101031","亞太電信股份有限公司                                                            ","4G","522"
"屏東縣","1101031","遠傳電信股份有限公司                                                            ","4G","1013"
"苗栗縣","1101031","中華電信股份有限公司                                                            ","4G","1306"
"苗栗縣","1101031","台灣大哥大股份有限公司                                                          ","4G","852"
"苗栗縣","1101031","台灣之星電信股份有限公司                                                        ","4G","489"
"苗栗縣","1101031","亞太電信股份有限公司                                                            ","4G","394"
"苗栗縣","1101031","遠傳電信股份有限公司                                                            ","4G","973"
"桃園市","1101031","中華電信股份有限公司                                                            ","4G","2057"
"桃園市","1101031","台灣大哥大股份有限公司                                                          ","4G","1911"
"桃園市","1101031","台灣之星電信股份有限公司                                                        ","4G","1501"
"桃園市","1101031","亞太電信股份有限公司                                                            ","4G","1024"
"桃園市","1101031","遠傳電信股份有限公司                                                            ","4G","1962"
"高雄市","1101031","中華電信股份有限公司                                                            ","4G","3014"
"高雄市","1101031","台灣大哥大股份有限公司                                                          ","4G","2362"
"高雄市","1101031","台灣之星電信股份有限公司                                                        ","4G","1952"
"高雄市","1101031","亞太電信股份有限公司                                                            ","4G","1286"
"高雄市","1101031","遠傳電信股份有限公司                                                            ","4G","2287"
"基隆市","1101031","中華電信股份有限公司                                                            ","4G","360"
"基隆市","1101031","台灣大哥大股份有限公司                                                          ","4G","275"
"基隆市","1101031","台灣之星電信股份有限公司                                                        ","4G","223"
